 number name
6976 3.90.330.10 "Nitrile hydratase alpha /Thiocyanate hydrolase gamma "
6977 3.90.340.10 "Nitric Oxide Synthase; Chain A, domain 1 "
6978 3.90.350.10 "Transposase Inhibitor Protein From Tn5; Chain A, domain 1 "
6979 3.90.360.10 "Histone acetyl transferase 1 (HAT1), N-terminal domain "
6980 3.90.370.10 "Tissue inhibitor of metalloproteinase-1. Chain B, domain 1 "
6981 3.90.380.10 "Naphthalene 1,2-dioxygenase Alpha Subunit; Chain A, domain 1 "
6982 3.90.380.20 "Herpesvirus glycoprotein H, domain D-II "
6983 3.90.390.10 "Methyl-coenzyme M Reductase; Chain A, domain 1 "
6984 3.90.400.10 "Oligo-1,6-glucosidase; Domain 2 "
6985 3.90.420.10 "Oxidoreductase, molybdopterin-binding domain "
6986 3.90.430.10 "Copper fist DNA-binding domain "
6987 3.90.440.10 "Nitric Oxide Synthase;Heme Domain;Chain A domain 2 "
6988 3.90.450.1 "Minor Coat Protein; Domain 2 "
6989 3.90.460.10 "Ferredoxin thioredoxin reductase catalytic beta subunit "
6990 3.90.470.10 "Ribosomal protein L22/L17 "
6991 3.90.470.20 "4'-phosphopantetheinyl transferase domain "
6992 3.90.470.30 
6993 3.90.470.40 "RTP801-like "
6994 3.90.480.10 "Sulfite Reductase Hemoprotein;Domain 2 "
6995 3.90.480.20 
6996 3.90.510.10 "Phycoerythrin alpha chain "
6997 3.90.520.10 "SMAD MH1 domain "
6998 3.90.530.10 "XPA C-terminal domain "
6999 3.90.540.10 "Colicin/pyocin, DNase domain "
7000 3.90.550.10 "Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A "
7001 3.90.550.20 
7002 3.90.550.30 
7003 3.90.550.40 
7004 3.90.550.50 
7005 3.90.550.60 
7006 3.90.570.10 "Amyloidogenic glycoprotein, heparin-binding domain "
7007 3.90.580.10 "Zinc finger, CHC2-type domain "
7008 3.90.600.10 "Phosphoribosylglycinamide synthetase, C-terminal domain "
7009 3.90.600.20 
7010 3.90.640.10 "Actin; Chain A, domain 4 "
7011 3.90.640.20 "Heat-shock cognate protein, ATPase "
7012 3.90.640.30 
7013 3.90.640.50 
7014 3.90.640.60 
7015 3.90.640.70 
7016 3.90.640.80 
7017 3.90.640.90 "Anti-proliferative protein, N-terminal domain "
7018 3.90.640.100 
7019 3.90.650.10 "PurM-like C-terminal domain "
7020 3.90.660.10 
7021 3.90.660.20 "Protoporphyrinogen oxidase, mitochondrial; domain 2 "
7022 3.90.660.50 
7023 3.90.660.60 
7024 3.90.700.10 "Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain "
7025 3.90.730.10 "Ribonuclease T2-like "
7026 3.90.740.10 "Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain "
7027 3.90.760.10 "Flavocytochrome c sulphide dehydrogenase, flavin-binding domain "
7028 3.90.770.10 "3-hydroxy-3-methylglutaryl-coenzyme A Reductase; Chain A, domain 2 "
7029 3.90.780.10 "5'-Nucleotidase, C-terminal domain "
7030 3.90.800.10 "Glutamyl-tRNA Synthetase; Domain 3 "
7031 3.90.810.10 "CRIB domain "
7032 3.90.820.10 "Structural Genomics, Unknown Function 30-nov-00 1gh9 Mol_id "
7033 3.90.830.10 "Syntaxin Binding Protein 1; Chain A, domain 2 "
7034 3.90.840.10 "Thiol-activated cytolysin superfamily/Thiol-activated cytolysin, alpha-beta domain "
7035 3.90.850.10 "Fumarylacetoacetase-like, C-terminal domain "
7036 3.90.870.10 "DHBP synthase "
7037 3.90.870.20 "Carbamoyltransferase, C-terminal domain "
7038 3.90.870.30 
7039 3.90.870.40 
7040 3.90.870.50 
7041 3.90.920.10 "DNA primase, PRIM domain "
7042 3.90.920.20 "HP0184-like "
7043 3.90.930.1 
7044 3.90.930.12 "Ribosomal protein L6, alpha-beta domain "
7045 3.90.930.20 "Small outer capsid protein Soc "
7046 3.90.930.40 
7047 3.90.930.50 
7048 3.90.930.60 
7049 3.90.930.70 
7050 3.90.940.10 
7051 3.90.940.20 "RPB5-like RNA polymerase subunit "
7052 3.90.940.40 "Protein CHLORORESPIRATORY REDUCTION 7 "
7053 3.90.950.10 
7054 3.90.950.20 "CinA-like "
7055 3.90.960.10 "YbaK/aminoacyl-tRNA synthetase-associated domain "
7056 3.90.970.10 
7057 3.90.980.10 "DNA primase, catalytic core, N-terminal domain "
7058 3.90.980.20 
7059 3.90.1000.10 "Hypothetical protein TM0875 "
7060 3.90.1010.10 
7061 3.90.1010.20 
7062 3.90.1020.10 "ArcTGT, C1 domain "
7063 3.90.1030.10 "Ribosomal protein L17 "
7064 3.90.1030.20 "DNA polymerase delta, p66 (Cdc27) subunit, wHTH domain "
7065 3.90.1070.10 
7066 3.90.1070.20 
7067 3.90.1100.10 
7068 3.90.1110.10 "RNA polymerase Rpb2, domain 2 "
7069 3.90.1140.10 "Cyclic phosphodiesterase "
7070 3.90.1150.10 "Aspartate Aminotransferase, domain 1 "
7071 3.90.1150.20 "Transcription regulator MotA, C-terminal domain "
7072 3.90.1150.30 
7073 3.90.1150.40 "Protein of unknown function DUF2002 "
7074 3.90.1150.50 "Transcription-repair-coupling factor, D7 domain "
7075 3.90.1150.60 "Methioning gamme-lyase, C-terminal domain "
7076 3.90.1150.70 
7077 3.90.1150.80 
7078 3.90.1150.90 
7079 3.90.1150.100 
7080 3.90.1150.110 
7081 3.90.1150.120 
7082 3.90.1150.130 
7083 3.90.1150.140 
7084 3.90.1150.150 
7085 3.90.1150.160 
7086 3.90.1150.170 
7087 3.90.1150.180 
7088 3.90.1150.190 "SLED domain "
7089 3.90.1150.200 
7090 3.90.1150.210 "F-actin capping protein, beta subunit "
7091 3.90.1150.220 
7092 3.90.1160.10 "Baseplate structural protein gp11, finger domain "
7093 3.90.1170.10 "Ribosomal protein L10e/L16 "
7094 3.90.1170.20 "Quinolinate phosphoribosyl transferase, N-terminal domain "
7095 3.90.1170.30 "Pyrimidine nucleoside phosphorylase-like, C-terminal domain "
7096 3.90.1170.40 "Molybdopterin biosynthesis MoaE subunit "
7097 3.90.1170.50 "Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead "
7098 3.90.1170.60 
7099 3.90.1180.10 "Ribosomal protein L13 "
7100 3.90.1200.10 
7101 3.90.1210.10 "Antifreeze-like/N-acetylneuraminic acid synthase C-terminal domain "
7102 3.90.1220.10 "Cellulose docking domain, dockering "
7103 3.90.1230.10 "Nitric Oxide Synthase; Chain A, domain 3 "
7104 3.90.1240.10 "Metalloproteases (""zincins""), catalytic domain like "
7105 3.90.1260.10 "Argininosuccinate synthetase, chain A, domain 2 "
7106 3.90.1280.10 "HSP33 redox switch-like "
7107 3.90.1280.20 
7108 3.90.1290.10 "Plakin repeat "
7109 3.90.1300.10 "Amidase signature (AS) domain "
7110 3.90.1310.10 "Penicillin-binding protein 2a (Domain 2) "
7111 3.90.1310.20 
7112 3.90.1310.40 
7113 3.90.1320.10 "Outer-capsid protein sigma 3, large lobe "
7114 3.90.1330.10 "Alpha-glucuronidase, C-terminal domain "
7115 3.90.1340.10 "Phage tail collar domain "
7116 3.90.1350.10 "Exotoxin A, middle domain "
7117 3.90.1360.10 "Protein-glutamine gamma-glutamyltransferase "
7118 3.90.1370.10 "Protein mu-1, chain B, domain 1 "
7119 3.90.1380.10 "Threonine synthase, N-terminal domain "
7120 3.90.1390.10 "b-12 dependent (class ii) ribonucleotide reductase, chain A, domain 3 "
7121 3.90.1400.10 "Rotavirus NSP2 fragment, N-terminal domain "
7122 3.90.1410.10 "set domain protein methyltransferase, domain 1 "
7123 3.90.1420.10 "Rubisco LSMT, substrate-binding domain "
7124 3.90.1430.10 "Yeast translation eEF2 (G' domain) "
7125 3.90.1440.10 "SecA, preprotein cross-linking domain "
7126 3.90.1450.10 "Guanylin "
7127 3.90.1460.10 "GTF2I-like "
7128 3.90.1470.10 "thrh gene product, domain 2 "
7129 3.90.1470.20 
7130 3.90.1480.10 "Alpha-2,3-sialyltransferase "
7131 3.90.1480.20 "Glycosyl transferase family 29 "
7132 3.90.1490.10 "putative n-type atp pyrophosphatase, domain 2 "
7133 3.90.1510.10 "Glycerate kinase, domain 2 "
7134 3.90.1520.10 "H-NOX domain "
7135 3.90.1530.10 "Conserved hypothetical protein from pyrococcus furiosus pfu- 392566-001, ParB domain "
7136 3.90.1530.20 
7137 3.90.1530.30 
7138 3.90.1560.10 "ComB-like "
7139 3.90.1570.10 "tt1808, chain A "
7140 3.90.1570.20 
7141 3.90.1570.30 
7142 3.90.1570.40 
7143 3.90.1570.50 
7144 3.90.1580.10 "paralog of FGE (formylglycine-generating enzyme) "
7145 3.90.1590.10 "glutathione-dependent formaldehyde- activating enzyme (gfa) "
7146 3.90.1600.10 "Palm domain of DNA polymerase "
7147 3.90.1620.10 "adenovirus 2 penton base, domain 2 "
7148 3.90.1630.10 "Outer-capsid protein sigma 3, small lobe "
7149 3.90.1640.10 "inorganic pyrophosphatase (n-terminal core) "
7150 3.90.1640.20 "TON_0340 "
7151 3.90.1640.30 
7152 3.90.1650.10 "PA1123-like "
7153 3.90.1660.10 "CofE-like domain "
7154 3.90.1670.10 "FdhE-like domain "
7155 3.90.1680.10 "SOS response associated peptidase-like "
7156 3.90.1680.20 
7157 3.90.1690.10 "phage-related protein like domain "
7158 3.90.1700.10 "v583 domain like "
7159 3.90.1710.10 "Enterococcus faecalis V583 domain "
7160 3.90.1720.10 "endopeptidase domain like (from Nostoc punctiforme) "
7161 3.90.1720.30 "PPPDE domains "
7162 3.90.1720.60 
7163 3.90.1720.70 
7164 3.90.1720.80 
7165 3.90.1730.10 "Infectious bursal virus vp1 polymerase domain "
7166 3.90.1740.10 "2',3'-cyclic nucleotide 3'-phosphodiesterase superfamily "
7167 3.90.1750.10 "Hect, E3 ligase catalytic domains "
7168 3.90.1750.20 "Putative Large Serine Recombinase; Chain B, Domain 2 "
7169 3.90.1760.10 "Anthrax toxin, edema factor, central domain "
7170 3.90.1770.10 "PreATP-grasp domain "
7171 3.90.1780.10 "Trimeric adhesin "
7172 3.90.1800.10 "RNA polymerase alpha subunit dimerisation domain "
7173 3.90.1810.10 "Reovirus components "
7174 3.90.1820.10 "AglA-like glucosidase "
7175 3.90.1830.10 "Inner capsid protein lambda-1 "
7176 3.90.1840.10 "Major capsid protein "
7177 3.90.1850.10 "RNA-directed RNA polymerase lambda-3 "
7178 3.90.1860.10 "tRNA-splicing ligase RtcB "
7179 3.100.10.10 
7180 3.100.10.20 "CRISPR-associated endonuclease Cas1, N-terminal domain "
7181 4.10.6.10 "Fusion Protein Of Alpha-na,k-atpase With Glutathione S-transferase; Domain 3 "
7182 4.10.8.20 "DNA/RNA polymerases "
7183 4.10.10.10 "Metallothionein Isoform II "
7184 4.10.20.10 "Tat domain "
7185 4.10.40.10 
7186 4.10.40.20 
7187 4.10.40.30 "CART, C-terminal domain "
7188 4.10.40.50 
7189 4.10.40.60 
7190 4.10.40.80 
7191 4.10.49.10 "Cytochrome c oxidase subunit VIIc "
7192 4.10.51.10 "Cytochrome C Oxidase, chain K "
7193 4.10.60.10 "Zinc finger, CCHC-type "
7194 4.10.60.20 
7195 4.10.60.30 "Nanos, RNA-binding domain "
7196 4.10.70.10 "Disintegrin domain "
7197 4.10.70.30 
7198 4.10.75.10 "Elafin-like "
7199 4.10.75.20 
7200 4.10.80.10 "Picornavirus coat protein VP4 "
7201 4.10.80.20 "DNA polymerase; domain 5 "
7202 4.10.80.30 "DNA polymerase; domain 6 "
7203 4.10.80.40 "succinate dehydrogenase protein domain "
7204 4.10.80.70 
7205 4.10.80.100 
7206 4.10.80.110 
7207 4.10.80.120 
7208 4.10.80.150 
7209 4.10.80.160 
7210 4.10.80.170 
7211 4.10.80.180 
7212 4.10.80.270 
7213 4.10.80.280 
7214 4.10.80.300 
7215 4.10.80.340 
7216 4.10.80.370 
7217 4.10.80.380 
7218 4.10.80.390 
7219 4.10.80.400 
7220 4.10.80.410 "Alkaline phosphatase, crown domain, central beta-sheet "
7221 4.10.81.10 "Cytochrome c oxidase, subunit 8 "
7222 4.10.81.20 "KCNMB2, ball/chain domain "
7223 4.10.87.10 "mRNA Capping Enzyme; domain 3 "
7224 4.10.90.10 "Capsid protein VP4 superfamily, Picornavirus "
7225 4.10.91.10 "Cytochrome c oxidase, subunit VIIa "
7226 4.10.91.20 
7227 4.10.92.10 "Aminolevulinic Acid Synthase 2 "
7228 4.10.93.10 "Mitochondrial cytochrome c oxidase subunit VIc/VIIs "
7229 4.10.95.10 "Cytochrome c oxidase, subunit VIa "
7230 4.10.110.10 "Spasmolytic Protein, domain 1 "
7231 4.10.110.20 "Variant surface glycoprotein MITAT 1.2, VSG 221, C-terminal domain "
7232 4.10.140.10 "Thrombin light chain domain "
7233 4.10.160.10 "Methanol dehydrogenase, beta subunit "
7234 4.10.170.10 "p53-like tetramerisation domain "
7235 4.10.180.10 
7236 4.10.180.60 
7237 4.10.210.10 "Transactivator Protein (TAT, TAT EIAVY) "
7238 4.10.220.20 "Light-harvesting complex "
7239 4.10.220.40 "Delta antigen, N-terminal "
7240 4.10.220.110 
7241 4.10.230.10 "Amyloidogenic glycoprotein, amyloid-beta peptide "
7242 4.10.240.10 "Zn(2)-C6 fungal-type DNA-binding domain "
7243 4.10.240.20 
7244 4.10.240.30 
7245 4.10.260.10 "Transducin (heterotrimeric G protein), gamma chain "
7246 4.10.260.20 "Iron hydrogenase, small subunit "
7247 4.10.260.30 "Apolipoprotein C-I "
7248 4.10.270.10 "Myosin, subunit A "
7249 4.10.280.10 "Helix-loop-helix DNA-binding domain "
7250 4.10.280.20 "membrane protein stannin "
7251 4.10.280.30 "Bcr-Abl oncoprotein oligomerisation domain "
7252 4.10.280.50 
7253 4.10.280.80 
7254 4.10.280.110 "Pre-mRNA processing factor 4 domain "
7255 4.10.290.10 "Bacteriorhodopsin Fragment "
7256 4.10.320.10 "E3-binding domain "
7257 4.10.320.30 
7258 4.10.320.40 
7259 4.10.320.60 
7260 4.10.340.10 "Interleukin-10, domain 2 "
7261 4.10.365.10 "p27 "
7262 4.10.372.10 "Lipoxygenase-1; Domain 3 "
7263 4.10.375.10 "Lipoxygenase-1; Domain 2 "
7264 4.10.400.10 "Low-density Lipoprotein Receptor "
7265 4.10.400.20 
7266 4.10.410.10 "Pancreatic trypsin inhibitor Kunitz domain "
7267 4.10.410.20 
7268 4.10.410.40 
7269 4.10.410.50 
7270 4.10.410.60 
7271 4.10.420.10 "Smk Toxin, alpha chain "
7272 4.10.430.10 "Histone-like protein H-NS, C-terminal domain "
7273 4.10.430.20 
7274 4.10.430.30 
7275 4.10.450.10 "Glucose Oxidase, domain 2 "
7276 4.10.460.10 "Inositol Polyphosphate 1-phosphatase, domain 1 "
7277 4.10.470.10 "Ricin (A Subunit), domain 2 "
7278 4.10.470.20 
7279 4.10.480.10 "Cytochrome-c3 hydrogenase, C-terminal domain "
7280 4.10.490.10 "High potential iron-sulphur protein "
7281 4.10.490.20 
7282 4.10.510.10 "Pyruvoyl-Dependent Histidine Decarboxylas, subunit A "
7283 4.10.520.10 "IHF-like DNA-binding proteins "
7284 4.10.530.10 "Gamma-fibrinogen Carboxyl Terminal Fragment, domain 2 "
7285 4.10.540.10 "Photosynthetic reaction centre, H subunit, N-terminal domain "
7286 4.10.640.10 "Ribosomal protein S18 "
7287 4.10.640.20 
7288 4.10.640.30 
7289 4.10.640.40 "Cytoplasmic polyadenylation element-binding protein, ZZ domain "
7290 4.10.650.10 "Metallothionein domain superfamily, yeast "
7291 4.10.670.10 "Cholecystokinin A receptor, N-terminal domain "
7292 4.10.680.10 "Cdc42-like binding domain "
7293 4.10.690.10 "Cricket Paralysis Virus, Vp4; Chain D "
7294 4.10.710.10 "Hepatitis C Virus Capsid Protein; Chain A "
7295 4.10.720.10 "Smad anchor for receptor activation, Smad-binding domain "
7296 4.10.740.10 "Coagulation Factor IX "
7297 4.10.760.10 "Agouti domain "
7298 4.10.770.10 "Signal Protein Aml-1b; Chain A, domain 3 "
7299 4.10.780.10 "Pyruvate-flavodoxin oxidoreductase, EKR domain "
7300 4.10.790.10 "Pyruvate-ferredoxin Oxidoreductase; domain 7 "
7301 4.10.800.10 "Thyroglobulin type-1 "
7302 4.10.800.20 
7303 4.10.800.30 "ERCC4, Mus81-Eme1 complex, nuclease domain, subdomain 2 "
7304 4.10.810.10 "Virus Scaffolding Protein; Chain A "
7305 4.10.820.10 "Translocated intimin receptor, central domain "
7306 4.10.830.10 "30s Ribosomal Protein S14; Chain N "
7307 4.10.830.30 "Ribosomal protein L31 "
7308 4.10.830.40 
7309 4.10.840.10 "Rhodopsin, N-terminal domain "
7310 4.10.860.10 "UVR domain "
7311 4.10.860.20 "Rabenosyn, Rab binding domain "
7312 4.10.860.120 "RNA polymerase II, clamp domain "
7313 4.10.860.130 
7314 4.10.870.10 "Endo-1,4-beta-glucanase f. Domain 3 "
7315 4.10.880.10 "Poliovirus 3D polymerase Domain 1 (Nucleotidyltransferase) "
7316 4.10.890.10 "HIV 1 nef anchor domain "
7317 4.10.900.10 "TCF3-CBD (Catenin binding domain) "
7318 4.10.910.10 "30s ribosomal protein s13, domain 2 "
7319 4.10.940.10 "Quinohemoprotein amine dehydrogenase, gamma subunit structural domain "
7320 4.10.950.10 "Ribosomal protein L2, domain 3 "
7321 4.10.960.10 "Ribosomal protein L3, domain 3 "
7322 4.10.970.10 "Ku70, bridge and pillars "
7323 4.10.990.10 
7324 4.10.1000.10 "Zinc finger, CCCH-type "
7325 4.10.1000.30 
7326 4.10.1000.40 
7327 4.10.1010.10 "Apical membrane antigen 1 "
7328 4.10.1030.10 "Ring Box Chain A; domain 5 "
7329 4.10.1040.10 "DM DNA-binding domain "
7330 4.10.1050.10 "At2g23090-like "
7331 4.10.1060.10 "Zinc finger, RanBP2-type "
7332 4.10.1060.50 
7333 4.10.1070.10 "receptor-binding domain of the bacteriophage t4 short tail fibre, domain 2 "
7334 4.10.1080.10 "TSP type-3 repeat "
7335 4.10.1090.10 "Endosialidase, domain 4 "
7336 4.10.1100.10 "Transcription factor, SBP-box domain "
7337 4.10.1110.10 "AN1-like Zinc finger "
7338 4.10.1120.10 "Retinal cGMP phosphodiesterase, gamma subunit "
7339 4.10.1130.10 "btk motif of tyrosine-protein kinase itk "
7340 4.10.1130.20 
7341 4.10.1140.10 "membrane-bound form of the juxtamembrane domain of the epidermal growth factor receptor like domain "
7342 4.10.1150.10 "AF2212/PG0164-like "
7343 4.10.1170.10 "MAP kinase activated protein kinase 2 "
7344 4.10.1180.10 "tm1086 domain "
7345 4.10.1190.10 "Chlorophyll A-B binding protein "
7346 4.10.1200.10 "nitrate reductase tail "
7347 4.10.1210.10 "Atu1913-like "
7348 4.10.1220.10 "EGF-type module "
7349 4.10.1230.10 "Ecotin, trypsin inhibitor "
7350 4.10.1240.10 "GPCR, family 2, extracellular hormone receptor domain "
7351 4.10.1240.30 
7352 4.10.1240.40 
7353 4.10.1240.50 
7354 4.10.1250.10 "Aminomethyltransferase fragment "
7355 4.10.1260.10 "Scaffolding protein gpD of bacteriophage procapsid "
7356 4.10.1270.10 "homoprotocatechuate 2,3-dioxygenase domains "
7357 4.10.1280.10 "Clostridium neurotoxins "
7358 4.10.1290.10 "Tumor necrosis factor receptor superfamily "
7359 4.10.1300.10 "Dinoflagellate luciferase "
7360 4.10.1310.10 "Dinoflagellate luciferase repeat "
7361 4.10.1330.10 "non globular Virulence effector SptP domain "
7362 6.10.10.10 "Flagellar export chaperone, C-terminal domain "
7363 6.10.10.20 
7364 6.10.10.30 "Catalase hpii, N-terminal domain-like "
7365 6.10.10.40 "Catechol 1,2-dioxygenase multimerisation domain-like "
7366 6.10.10.50 "Mre11, C-terminal domain-like "
7367 6.10.10.60 
7368 6.10.10.70 "RTT106-like "
7369 6.10.10.80 "Small, acid-soluble spore protein, alpha/beta type-like "
7370 6.10.10.90 
7371 6.10.10.100 
7372 6.10.10.110 
7373 6.10.10.120 "Antitoxin ParD1-like "
7374 6.10.10.130 
7375 6.10.10.140 
7376 6.10.20.10 "Lysine tRNA ligase, stem contact fold domain "
7377 6.10.20.20 "Poliovirus 3A protein-like "
7378 6.10.20.30 
7379 6.10.20.40 "TEA/ATTS domain "
7380 6.10.20.50 
7381 6.10.20.60 "PHD finger protein 12 "
7382 6.10.20.70 
7383 6.10.20.80 
7384 6.10.20.90 "Hk620 tailspike protein, N-terminal domain-like "
7385 6.10.20.100 
7386 6.10.20.110 
7387 6.10.20.120 
7388 6.10.20.130 
7389 6.10.20.140 "50S ribosomal protein L1; Chain A, Domain 1 "
7390 6.10.20.150 
7391 6.10.20.160 
7392 6.10.20.170 
7393 6.10.20.180 
7394 6.10.30.10 
7395 6.10.30.20 "Cdc4 dimerisation domain-like "
7396 6.10.30.30 
7397 6.10.30.40 
7398 6.10.30.50 
7399 6.10.40.10 
7400 6.10.50.10 
7401 6.10.50.20 
7402 6.10.60.10 
7403 6.10.70.10 
7404 6.10.80.10 "Hexameric tyrosine-coordinated heme protein (HTHP) "
7405 6.10.80.20 
7406 6.10.90.10 "Apolipoprotein CIII "
7407 6.10.100.10 "Reoviridae VP9, N-terminal domain "
7408 6.10.110.10 
7409 6.10.120.10 "Bacterial aspartate aminotransferase, helical domain "
7410 6.10.130.10 "Ubiquitin-protein ligase E3A, N-terminal zinc-binding domain (AZUL) "
7411 6.10.130.20 
7412 6.10.130.30 
7413 6.10.130.40 
7414 6.10.140.10 
7415 6.10.140.20 "Nuclear receptor coactivator, Ncoa-type, interlocking domain "
7416 6.10.140.30 "Anti-sigma-28 factor FlgM "
7417 6.10.140.40 
7418 6.10.140.50 
7419 6.10.140.60 
7420 6.10.140.70 
7421 6.10.140.80 
7422 6.10.140.90 
7423 6.10.140.100 
7424 6.10.140.110 
7425 6.10.140.120 
7426 6.10.140.130 
7427 6.10.140.140 
7428 6.10.140.150 
7429 6.10.140.160 
7430 6.10.140.170 
7431 6.10.140.180 
7432 6.10.140.190 
7433 6.10.140.200 
7434 6.10.140.210 
7435 6.10.140.220 
7436 6.10.140.230 
7437 6.10.140.240 
7438 6.10.140.250 
7439 6.10.140.260 
7440 6.10.140.270 
7441 6.10.140.280 
7442 6.10.140.290 
7443 6.10.140.300 
7444 6.10.140.310 
7445 6.10.140.320 
7446 6.10.140.330 
7447 6.10.140.340 
7448 6.10.140.350 
7449 6.10.140.360 
7450 6.10.140.370 
7451 6.10.140.380 
7452 6.10.140.390 
7453 6.10.140.400 
7454 6.10.140.410 
7455 6.10.140.420 
7456 6.10.140.430 
7457 6.10.140.440 
7458 6.10.140.450 
7459 6.10.140.460 
7460 6.10.140.470 
7461 6.10.140.480 
7462 6.10.140.490 
7463 6.10.140.500 
7464 6.10.140.510 
7465 6.10.140.520 
7466 6.10.140.530 
7467 6.10.140.540 
7468 6.10.140.550 
7469 6.10.140.560 
7470 6.10.140.570 
7471 6.10.140.580 
7472 6.10.140.590 
7473 6.10.140.600 
7474 6.10.140.610 
7475 6.10.140.620 
7476 6.10.140.630 
7477 6.10.140.640 
7478 6.10.140.650 
7479 6.10.140.660 
7480 6.10.140.670 
7481 6.10.140.680 
7482 6.10.140.690 
7483 6.10.140.700 
7484 6.10.140.710 
7485 6.10.140.720 
7486 6.10.140.730 
7487 6.10.140.740 
7488 6.10.140.750 
7489 6.10.140.760 
7490 6.10.140.770 
7491 6.10.140.780 
7492 6.10.140.790 
7493 6.10.140.800 
7494 6.10.140.810 
7495 6.10.140.820 
7496 6.10.140.830 
7497 6.10.140.840 
7498 6.10.140.850 
7499 6.10.140.860 
7500 6.10.140.870 
7501 6.10.140.880 
7502 6.10.140.890 
7503 6.10.140.900 
7504 6.10.140.910 
7505 6.10.140.920 
7506 6.10.140.930 
7507 6.10.140.940 
7508 6.10.140.950 
7509 6.10.140.960 
7510 6.10.140.970 
7511 6.10.140.980 
7512 6.10.140.990 
7513 6.10.140.1000 
7514 6.10.140.1010 
7515 6.10.140.1020 
7516 6.10.140.1030 
7517 6.10.140.1040 
7518 6.10.140.1050 
7519 6.10.140.1060 
7520 6.10.140.1070 
7521 6.10.140.1080 
